"";"Madeira province";"Pará province";"Rondônia province";"Roraima province";"Xingu-Tapajós province";"MeanDecreaseAccuracy";"MeanDecreaseGini"
"Eschweilera.odora";-1,00100150250438;0;0;0;-1,41705050316284;-1,72780530512817;0,075394328500631
"Eschweilera.pedicellata";-0,282558944691017;0,758372514974895;1,60799553621059;-0,794961750847749;0,115968707581856;-0,18004381615751;0,410186784296153
"Eschweilera.truncata";-0,829895754469998;0;0;1,00100150250438;0;0,472920951534914;0,0825569253789368
"Eschweilera.wachenheimii";-1,41705050316284;0;1,00100150250438;0,0234855825690439;1,7252612186663;0,29204254207433;0,16252089953282
"Euterpe.precatoria";1,65218037512208;4,53635955879516;3,85006929164578;0,691295309996125;6,80725345211686;7,23171695267727;1,79165196344313
"Goupia.glabra";-0,202270185080869;0,334453018730895;4,34963792428082;5,14124401275359;3,73152052493588;5,43355824021733;1,20388621343611
"Guarea.pubescens";-1,34406227991274;0;0;-0,632708666137081;1,00100150250438;-0,478244741164033;0,0753955211455211
"Inga.auristellae";1,00100150250438;-1,27232493571575;1,00100150250438;0;0,200008000480032;-0,0228826058357639;0,134877779603805
"Iriartea.deltoidea";1,94686858023587;1,89151967428218;7,17244052105641;2,1667569500872;3,54201798869866;7,19282660998773;0,973103379341994
"Iryanthera.paraensis";0;-1,00100150250438;0;-1,00100150250438;-1,00100150250438;-1,35925207343156;0,0985344184543868
"Lecythis.idatimon";4,92889793029009;8,72363246182394;2,74057072158193;2,71035976588709;3,50576396539527;8,81408256974826;1,7551051528683
"Lecythis.lurida";0,425941320402506;-2,20705435782627;1,00100150250438;1,00100150250438;-0,693577102530814;-0,590399517904879;0,187506399776654
"Licania.canescens";-0,299804907871152;-1,02253332165894;2,33710148576402;-0,113962056495956;0,275299206722333;0,178275562591036;0,398231695352213
"Licania.heteromorpha";3,25410590294116;-2,49971069837316;4,11538845145475e-17;0,192796956575651;-0,800084880124015;0,928890928589789;0,679722819026335
"Licania.octandra";2,60338458769046;1,69732465414114;1,41705050316284;1,69485536934671;1,86754044194717;3,94106735931362;0,541767252917066
"Metrodorea.flavida";1,17751808741857;2,30989730175997;1,26838330635907;2,32369706170086;0,96414680230343;2,66360345932807;0,85817276244776
"Micropholis.acutangula";0,239059382793362;1,80234101178366;1,57532347087875;-1,17362768952152;1,93240075022546;2,00963436054418;0,335495971850502
"Micropholis.guyanensis";3,55589998748934;1,66380103161596;1,82510309116182;2,23706422291244;-1,6896367846446;2,56288010239557;0,643572322004075
"Micropholis.longipedicellata";0;0;0;0;0;0;0
"Micropholis.venulosa";3,33594652855187;-0,919041159588151;0,133317565911456;-0,22118617271765;0,178148804211838;1,74376866427058;0,651221070595188
"Minquartia.guianensis";2,56253080717038;2,01666609985231;1,96391010810929;5,05654591685167;0,85530811941387;5,23219797005804;1,61786085587618
"Mouriri.apiranga";2,20705435782627;0;1,00100150250438;-0,829972352653675;-0,903565769778014;0,862886534021781;0,184468640118963
"Neoxythece.elegans";-1,00100150250438;0;1,41705050316284;1,00100150250438;0;1,07950524211462;0,123424035310017
"Oenocarpus.bacaba";2,82328169901184;2,57959622019494;1,96115100451136;7,31253502395711;1,99574553544167;7,14310950448802;1,25060172419012
"Oenocarpus.bataua";0,306662504712798;2,48034315683849;2,81586358075442;-0,144614763062581;4,28834754380528;3,91434862984828;0,809432360050389
"Pouteria.caimito";0,679719316421651;0,93567079162043;-1,4862029947915;-1,63438932231278;-0,0652957931111831;-0,190958248643005;0,883190782063085
"Protium.altsonii";2,90173677266645;2,34644785000636;2,43975018237133;2,57677923787981;3,28709350035286;5,40112519695933;0,767952303098626
"Protium.apiculatum";1,6236289727185;0,620891757798473;2,93510044020327;2,80593572865929;1,25200359851371;3,94295596940515;0,689322532981641
"Protium.decandrum";0,0481560454605641;1,32863948641397;3,31959045806038;0,339714541429303;-2,6191343898161;0,767173575120231;0,727551105621852
"Protium.hebetatum";0,532032479892187;1,72005229038445;1,34406227991274;3,34528574606888;0,620114359632847;2,66618952101221;0,47764874017429
"Protium.tenuifolium";0,45018580430784;-1,7756607738988;2,66812744666317;1,43833549478891;-0,386041926139341;1,00783592854698;0,571061646324537
"Pseudolmedia.laevis";-1,00267098344826;2,90631801209917;6,24931391112882;0,989891368946473;2,61714397567105;5,47924652663542;0,937059339622695
"Rinorea.guianensis";-0,676374215803411;1,90674792986873;1,6661000623101;0,861149812007967;0,0778063536222007;1,37848041694365;0,405263227491703
"Sagotia.brachysepala";0;0;0;0;0;0;0
"Scleronema.micranthum";-0,975617093060423;2,50908159681608;1,94464227070597;4,48663992355644;3,32393710545886;4,64404196070832;0,763257980196407
"Sloanea.grandiflora";-2,0710737780076;1,37672629244389;1,34406227991274;1,69584979752213;-2,11351045131018;-0,107414314285749;0,342271155324927
"Symphonia.globulifera";3,07786812901262;3,74295958298411;2,89475719775503;2,49830911636398;2,4020866927901;5,35397039362194;0,854339215684817
"Tabebuia.serratifolia";2,05804652379215;0,0974171293135513;0,993072652873697;0,941480393374978;0,720926572708889;2,16075088594365;0,523395361891026
"Tachigali.myrmecophila";1,45670067312711;2,41778392943612;1,96874807739539;2,68849420345682;0,842035510581365;3,14065060518269;0,789977704467034
"Tetragastris.altissima";0,0631951816002973;-0,851187999862147;0,959212821852367;1,64858372867244;0,634881584289333;0,739521923348555;0,624184878919398
"Theobroma.speciosum";0,833153270618743;0,559298049146308;2,66842497156254;1,61354423600739;1,81800463534606;3,18614926007349;1,18464090638826
"Virola.michelii";4,0263497354534;-0,931599440605479;4,80656946283684;0,472131628304767;1,40576985425916;4,69779035147311;1,05387263973005
"Vouacapoua.americana";0;1,41705050316284;0;0;2,38014712832379;2,31629536429215;0,106200561061558
